iter	RMSE
0	4003.814896
1	3967.879283
2	3931.770143
3	3895.913558
4	3860.391605
5	3825.233865
6	3790.525381
7	3756.107309
8	3722.614034
9	3689.29558
10	3656.412131
11	3623.501175
12	3590.938214
13	3559.057955
14	3527.419844
15	3496.013378
16	3464.75125
17	3434.030758
18	3402.886842
19	3372.820426
20	3343.014607
21	3313.675476
22	3283.666438
23	3254.917203
24	3226.142238
25	3197.589729
26	3168.603058
27	3141.178092
28	3114.123213
29	3086.852312
